"جان جان پَسِين پاڻَ کي، تان تان ناہِ نِمازَ،
سَڀِ وِڃائي سازَ، تهان پوءِ تَڪبِيرَ چَؤُ.",Shah Bhitai
"جان جان پَسين پاڻَ کي، تان تان ناہِ سُجُودُ،
وِڃائي وُجُودُ، تِهان پوءِ تَڪِبِيرَ چَؤُ.",Shah Bhitai
"ڳالِ پِريان جي ڳُجَهہ جي، ڳالِ مِڙوئِي ڳُجهُہ،
ھِيَڙا! اَجهُہ مَ منجهُہ، تہ پِرِيتَنِئِوُن پِرِيِن ٿِيين.",Shah Bhitai
"صُورَتَ سوجهَيِم تِهِ جِي، پِيَّ پُڇِين ٿو جو،
سُخُنَ ناھي سو، جو مُهَ مُقابِل نَہ ٿِيي.",Shah Bhitai
"سُڃاپي نہ صُورَتَ ري، صُورَتَ ھَڏِ مَ سوجِهہ،
ٿِي ٻاراڻِيَ ٻوجِهہ، وِڃائي وُجوُدَ کي.",Shah Bhitai
"اُڀِرَنۡديئِي سِجِ، پِرِين جي نَہ پَسَندِيُون،
ڪَڍِي ٻيئِي ڏج، اَکَڙِيُون ڪانگَنِ کي.",Shah Bhitai
"اُڀِرَنۡدي سِجِ، پرين جي نَہ پَسَندِيُون،
ڪَڍِي کي ڪانگا، نِوالا نيڻَ ڏِيان.",Shah Bhitai
"مُون کي اَکَڙِيَنِ، وڏا ٿورا لائِيا،
تہ پُڻ پِرين پَسَنِ، کَڻا جٖي کَرَ سامُهِيُون.",Shah Bhitai
"اَکَڙِيُون پِرِيَنِ ري، جي ڪي ٻِئو پَسَنِ،
تَہ ڪَڍِي کي ڪانگَنِ، نِوالا نيڻَ ڏِيان.",Shah Bhitai
"نيراني نيڻَ، نيئِي اَڇِ پِرِيَنِ کي،
سَتَر کاڌا کيڻ، جُہ، ڏِٺو مُهُ مَحۡبُوبَ جو.",Shah Bhitai
"تَنِ نيڻَنِ ڪِي نيرانِ، جَنِ ساجُهُر سيڻُ سانڀيٽِئا،
جِيَ جُسي ۽ جانِ، ڪَرَ حُضُورِي حَجُ ڪِئو.",Shah Bhitai
"ڪِي جو ڪيڏاھِين، اَکِيُون پَسِي آئِيُون،
ٿِيُون تاڻِن تيڏاھِين، پَييُون پاڻَ مُهاڙيُون.",Shah Bhitai
"ڪِي جو وَڃِي اَڄُ، اَکِيُون پَسِي آئِيُون،
سيڻَنِ ڪِئو سَهَجُ، لالُون ٿِيُون، لَطِيفُ چي.",Shah Bhitai
"وَسَنِ وِھُسَنِ، ڏِيهاڙي ڏِسَڻَ لَءِ،
جِنءَ جِنءَ پِرِين پَسَنِ، تِنءَ تِنءَ نَشا نِيهَ جا.",Shah Bhitai
"ڏِسَنِ ڏِيهاڻِي، تَپِ تَرۡسَنِ اوڏھِين،
آيا سُڃاڻِي، نيڻَ نِهاري پِرِيَ کي.",Shah Bhitai
"آکِيُون سي ئِي ڌارِ، جَنِ سان پَسين پِرِيَ کي،
ڀي ڏاہَ ڪِيمَ نِهارِ، گهڻو رِيسارا سُپِرِين.",Shah Bhitai
"جِتِ آہِ نہ ناہِ ڪا، اِيُ خاڪِيَ جو خِيالُ،
جانِبَ جو جَمالُ، پَسَڻا ئِي پَري ٿِئو.",Shah Bhitai
"جِتِ آہِ نہ ناہِ ڪا، اِيُ خِيالُ خاڪِي،
پِرِيَ جي پاڪِي، پَسَڻا ئِي پَري ٿِي.",Shah Bhitai
"پِرِين نہ اَکَڙيَنِ ۾، ھِيُون نہ حاضُرُ جَنِ،
سي ھُئهِين جاڙ جِيَنِ، ٺَلَها ٺاٻَرَ سَکِڻا.",Shah Bhitai
"مورَکَ مامَ نہ ٻُجهِڻا، ھيڏاہَ ھوڏاہَ ڪَنِ،
سي ڪِنءَ پِرِين پَسَنِ، ڪَٽَرُ جَنِ اَکِنِ ۾.",Shah Bhitai
"جان تَنُ ڪِئوءِ نَہ تِنءَ، سوئِيرِيانئِي سَنهِڙو،
پِرِين پائِيدا ڪِنءَ، توکي اَکَڙِيَنِ ۾؟",Shah Bhitai
"اَکِيَن ۾ ٿِي وِيهُ، تہ آئُون واري ڍِڪِئا،
توکي ڏِسي نہ ڏِيهُ، آئُون نہ پَسان ڪِي ٻِئو.",Shah Bhitai
"تارَنِ ۾ ڪَرِ تَڪِيو، وَنِنِ ۾ ٿِي ويهُ،
اَکِنِ ۾ ٿِي پيهُ،، تہ آئُون اَڇارُو ٿِيان.",Shah Bhitai
"کَرا وِجهُ مَ واتِ، ڍولَ! مُهِجي ڳالَڙِي.
مَڇُڻِ رَتِيَ راتِ، اورَڻَ ۾ اونِهي ٿِيي.",Shah Bhitai
"سِڪَ سِڪائي سِڪُ، سِڪَ نَہ آھي سُٿِرِي،
لِڪَ لِڪوٽِيَ لِڪُ، تَہ کَرَنِ خَبَرَ نہ ٿِيي.",Shah Bhitai
"کَرَ جا کَڏَ کَئِي، پَوَڻَ ڪارَڻِ پِرِيَ جي،
تِهَ ۾ پاڻَ پَئِي، غِيبَتِي سو غَارُّ ٿِئو.",Shah Bhitai
"کَرُ کارِيندو سي، ماٺو جَنِ پِرِيتَڻو،
جوشَ جَلايا جي، ماري تَنِ ماتُ ڪِئو.",Shah Bhitai
"کَرَ کي کَپُرُ کاءِ، نانگُ مَڻِيارو نِڪرِي،
اُڀو جو اوناءِ، سُرُ پُرُ سَندِي سَڄَڻين.",Shah Bhitai
"سَڄَڻَ سَيُون ڪَنِ، لوڪا ليکي وِنگِيُون،
سَندِيُون سُپيريَنِ، پَرُون پَروڙَڻُ ڏاکِڙو.",Shah Bhitai
"ڪا جا پَرِہ پِرِيَنِ، نہ سا سُئِي نہ ٻُڌِي،
مَتِيُون سَڀِ مُنجهَنِ، اِھَڙٖي ڏِٺٖي قَضِيي.",Shah Bhitai
"نَڪو ڊيگهُہ نہ ويلُ، نَڪو مُهُ نہ مُهاڙِ ڪا،
اِيُ اِھوئِي کِيلُ، ڪُورُ پَروڙي ڪِينَ ڪِي.",Shah Bhitai
"حَوۡصِلو حَيرَتَ ۾، ڪَري ڪِينَ دَرَڪُ،
جو حُسُنَ سَندو حقُ، سو ڪُورُ پَروڙي ڪِينَ ڪِي!",Shah Bhitai
"حَوۡصِلو حَيرتَ ۾، وَڃِي ٿِئو ويڇُون،
مَحَبَتَ جُون ميڇُون، ڪُورُ پَروڙي ڪِينَ ڪِي.",Shah Bhitai
"حَوۡصِلو حَيرَتَ ۾، وَڃِي لَڄاڻو،
ويچارو ڪاڻو، ڏِسِي ٿِئو ڏَسَڻَ کي.",Shah Bhitai
"حَوۡصِلو حَيرتَ جو، آھي نَہ مَٿي عامَ،
سَندِي مَحَبَتَ مامَ، ڪُورُ پَروڙي ڪينَ ڪِي.",Shah Bhitai
"ديکِيندي دِيدارَ کي، ڪِينَ سُڃاڻٖي ڪِنءَ؟
جانِبَ مَنجها جِنءَ، مَحُرومَ ئِي مُنجِهي پِئا.",Shah Bhitai
"تَرُڪُ ڪَرِ تَرۡڪَ کي، وَڃَڻَ ڪَنا وَڃُ،
آھي اِيُ اُھُڃُ، سُڻِي سُڻائجِ تُون.",Shah Bhitai
"وَڃِي رَسُ وَڃَڻَ کي، وَڃَڻُ پُڻِ وِڃاءِ،
لوڪا پاڻُ لِڪاءِ، لِڪا پُڻِ لِڪيج تُون.",Shah Bhitai
"لوڪا لِڪي سَڀِڪو، لِڪا لِڪي ڪونَ ،
اُٿي ويٺي اونَ، اِنَ اُلٽِيَ ڳالِ جِي.",Shah Bhitai
"ھٿَنِ سين ھاجَ ڪَرِ، نيڻَنِ سين نِهارِ،
اُڀا اَڱَڻا پارِ، پَسُ پَهِجا سُپِرِين.",Shah Bhitai
"اَسِين سِڪُون جَنِ کي، سي اَسِين پاڻَ،
ھاڻي وَڃُ گُمانَ، صَحِي سُڃاتا سُپِرِين.",Shah Bhitai
"ڏِسَڻَ ڏِسِين جي، تہ ھَمَہ کي حقُ چَئِين،
شارِڪَ شَڪُ مَ نِين، اَنڌا اِنۡهِيَ ڳالِ ۾.",Shah Bhitai
"مُهُ ڪَر مَنجهارا، ٻَهَرا ڍُونڍ مَ ڍورَ جِنءَ،
جي اَکُڙِيينَ آرا، تہ ڪَنڌِيَ اَچَڻُ ڏاکِڙو.",Shah Bhitai
"آڏو جو اِثۡباتَ کي، سو شِرڪُ لاھي شَڪُ،
ھُئي جِهِ ۾ حَقُّ، تِهِ نَفَي جِهو ناہِ ڪو.",Shah Bhitai
"مُهُ تہ موسيٰ جِهَڙو، سِيرَتَ شَيطانِي،
بازي بيرانِي، ڪَڍِي ڪوہُ نہ ڇَڏيِين.",Shah Bhitai
"سُرۡمُون سُرخِيَ جو، جَڏِہِ پاتو جَنِ،
تَڏِہِ ڏِٺِي تَنِ، رَوۡنَقَ ريٽٖي جِهَڙي.",Shah Bhitai
"سُرۡمُون سُفيدِيَ جو، جَڏِہِ پاتو جَنِ،
تَڏِہِ ڏِٺِي تَنِ، اَڇائِي عالَمَ ۾.",Shah Bhitai
"عاشِقُ ڀايين اِيَّ، سِڪَ ڪِهۡ کي نَہ سَلان،
وِچَ رَھندِي ڪِيَّ؟ وَھَن اَکِيُون، وِرِڄي ھِيُيون.",Shah Bhitai
"اَندَرِ رَھي نَہ گهَٽَ، سُپيرِيان جِي ڳالَڙي،
ڇاڳَرَ سَهي نَہ سَٽَ، جُہ مَهَراڻَ مَوجَ ڪِي.",Shah Bhitai
"لَکين سَئين مَهَراڻَ، آٽي سَڀِ اُڌَمِيا،
سَڙان مَنجِهہ ئِي مانَ، ٻَهَرِ ٻاڦ نَہ نِڪِري.",Shah Bhitai
"“پاڻ” پَڙِدو پاڻَ کي، سُڻِي ڪَرِ سنڀالَ،
وِچان جو وِصالَ، سو تان ھئَڻُ ھِنَ جو.",Shah Bhitai
"“پاڻُ” پَڙِدو پاڻَ کي، طالِبَ سُڻيجِ تُون،
نَہ ڪا ھا نَہ ھُون، پَڙِدا سَڀِ پاسي ٿِئا.",Shah Bhitai
"“مون” مُهِين ۾ سَپجَي، مون کي “مون” جُڳاءِ،
مُهِين جي ساڃاءِ، مُهِين مَنجهان مُون ٿِيي.",Shah Bhitai
"گُندِيَ نِيهُ نَہ سَپَجي، تُهہَ نَہ پَچي ماہُ،
ڪَڃِيَ پَرِ ڪِئاءُ، ٿِيي سَما جوڳُ سَڄَين؟",Shah Bhitai
"نَظَرُ نَزِدِيڪِون، سَهِي نہ سَگهان ساعَتَ سِينءَ،
پَسَڻُ پَريَ سَندونِ، آئُون نالي ڳِيَڙي نُجِهرا.",Shah Bhitai
"مُون کي مُون پِرِيَنِ، ٻَڌِي وِڌو ٻارِ ۾،
اُڀا اينءَ چَوَنِ، مَڇُڻِ پاندُ پُسائِيين.",Shah Bhitai
"پِئو جو پاتارِ، سو ڪِنءَ پُسَڻَ کان پالهو رَھي؟
سالِڪَ مُون سيکارِ، ڪو پَهُ اِنهيَ پاندَ جو.",Shah Bhitai
"سُتو ئِي سيجَ گهُرين، جَفا ڏيين نَہ جانِ،
صُلحَ رِيَ سيڻانِ، مَتان نُونڌين نَہ چَڙھين.",Shah Bhitai
"سُتو ئِي سيجَ گهُرين، جَفا ڏيين نَہ جِيَّ،
پَهنَي ڌارا پِيَّ، مَڇُڻِ نونڌين نہ چَڙھين.",Shah Bhitai
"رُٺي جا رِھاڻِ، سا پِي! پَهَنِي نَہ ٿِييي،
ڪِه کَرَ وِڌِي ڪاڻِ، پاڻا نِيهُ نِڪالِيو.",Shah Bhitai
"رُسَڻُ نَہ آھي، رِيتِ، پَهَنِي پاھَتُ ناہِ ڪو،
پَسو مَنجِهہ پِرِيتِ، جيهائِي جوڙَ وَھي.",Shah Bhitai
"گُوندَرَ ڪِئو غَرَقُ، ماءُ! مُهجو ڄِندَڙو،
ڏُکويَنِ مَرَڪُ، مَٿي سَڳَرَ پَنڌَڙو،",Shah Bhitai
"گُوندَرَ گَڏِياسِ، صِحَتَ نِيَڙِيَمِ سَڄَڻين،
مادَرِ! مارِياسِ، ڦوڙائي پِرِيَ جي،",Shah Bhitai
"اُٺي جِنءَ مورَن، اوڀَرَ وَلَهارَن ۾،
سا پَرِ گُوندَرَ ڪَّنِ جُہ ڦوڙائو سَڄَڻين.",Shah Bhitai
"لائي جو وِئا، سو مَنجهِين ٿو مَچُ ٻَري،
سو اُجهامي ڪِئا جِهُ سورِيندَڙُ سُپِرِين؟",Shah Bhitai
"ڪَهَڻُ تہ ڪَچائِي، سُورَ نہ سانڍَڻُ سُٿِرا،
اَڃا تہ، آئِي! ڏِيلَ مُهِجي ڏُکَ سين.",Shah Bhitai
"اُڀِرِيام اَنگُورَ، سُتٖي سپِرِيَنِ جا،
کايو کايو سُورَ، لُڇِئو لوچِئو اُٿيان.",Shah Bhitai
"ڳَرِنَ ۾ ڳرَ ھيج، روئِي ڪِج مَ پَڌِرا،
تان سُوراڻِي سَهيج، جان لاھِيندَڙ ڪو لَهِين.",Shah Bhitai
"ڳُرَ ۾ ڳجهو روءُ، پَڌَرِ وِجُهہ مَ پِرِيَ ري،
سُورَنِ سُڀَرُ ھوءُ، ھِيَڙا! ڪُمَ ڪُنَنِ جِنءَ.",Shah Bhitai
"لاہِ مَ پَچارانِ، سُکِ مَ سُمۡهُ ڄِندَڙا!
ڪَرَ جهورِي ڪِيڻانِ، ڪالوڻا اَڄُ گهَڻِي.",Shah Bhitai
"جِهڄي، جهانءِ ڪَري، ماٺِ نہ اَچي مُون ھِيين،
سَڄَڻَ سي ساري، ھو جَنِين جو ھيرِئو.",Shah Bhitai
"جهورِي جِهڄَڻُ، جهانءِ مُون جَنِين جِي نہ لَهي،
آيَلِ! اِينءَ مَ ڀانءِ، ڪِ آئوُن جَئَندِي اُنِ ري.",Shah Bhitai
"جاءِ نہَ سَڄو ڏِيهُ، ھِيَڙو اوٺي وَڳَ جِنءَ،
مُون پِرِيان سين نِيهُ، ڇِنَڻَ ڪارَڻُ ڪونَ ڪِئو.",Shah Bhitai
"لاھِيان جي نہ چِتان، اَلا! اُنِ مَ وِسَران،
مَڙِھِيو مَنجهارا! جِيُّ مُهِجو جَنِ سين.",Shah Bhitai
"پَلَ پَلَ ۾ پَلِيانسِ، پَلُ نہ رَھٖي پِرِيَ ري،
جِنءَ جهورِيَ کان جَهلِيانسِ، جِهڄِيو تِنءَ جهورِيَ پُوي.",Shah Bhitai
"مُون مَنجهيئِي مِيهُ، ڪوہُ ڪرِيندِيَسِ ڪَڪَرين؟
سَرَلو سارو ڏِيهُ مُون پِرِيان جو نہَ لَهٖي.",Shah Bhitai
"سَنڀِرِيو جِيان، ڳالِيُون پِرِيَمِ تهِجُون،
ڳُڻَ ڪيتَرا ڳَڻيِان، ٿورَنِ مٿو ناہِ ڪو،",Shah Bhitai
"جُہ سي سَنڀِرجَنِ، سَهَ تَنين سين اورِيان،
لُنءَ لُنءَ ھيٺِ وَڄَنِ، رَڳُون رَبابَن جِنءَ.",Shah Bhitai
"چَتُرُ رَھي نہ چتُ، ويڻين واڳِيو نَہ رَھي،
رَئِيَ لَٽِجي نِتُ، ھِيَڙو واٽَ وِرِکَ جِنءَ.",Shah Bhitai
"چَتُرُ رَھي نہ چِتُ، سوران صَبُرُ نہ ڪَري،
سَڄَڻَ ساري نِتُ، ويڳاڻو ٿِيو وجُهلي.",Shah Bhitai
"چوري چوري چِتُ، مان ويئِيءَ وِھاڻِيَ نِڪِران،
نِيهُ گُهرائِي نِتُ، پرِيَان سَندي پيرَ ۾.",Shah Bhitai
"چيتارِيان چُڻُڪَنِ، سَنڀارِيان سَهِي،
اَنَدرِ رُوحَ رَھِي، مُنکي صُورَتَ سُپِريَنِ جِي.",Shah Bhitai
"چيتارِيان چُڻُڪَنِ، وسارِيان نہ وِسَري،
ويروتارَ ڏُکَنِ، سَڄَڻَ ڀَڳي ھَڏ جِنءَ.",Shah Bhitai
"چيتاريان چُونِدياسِ، ڳالِيُون سَڀوئِي سَڄَڻين،
جہُ مُقابِلِ ٿِياسِ، تہ سَڀِ وَڃنُمِ وِسَرِي.",Shah Bhitai
"سَڄَڻَ سان نہ ڀيٽَ، ڳُجُهہ ڳَرھِيان ڪَنِ سين،
ڳالِيُون اِنَهينءَ ريَٽ، سَلا ٻڌِي مورِيُون.",Shah Bhitai
"ڳالِيُون پيٽَ ورَنِ ۾، وَڌِي وَڻَ ٿِيُون،
پَر سين مُون نہ ڪِيُون،گوشي پِرِين نَہ گڏِئا.",Shah Bhitai
"ڍولِيو ويَڙو ڍورِ، تي ٿِي سِيَّ گُذارِيان،
مادِر! مُون مَ چورِ، نَتَ پَڌرو پُوندِيَسِ پِرِيَ ري.",Shah Bhitai
"وِئو ٻاروچو نِڪِري،اَنگُنِ چاڙِھي اَنگُ،
روئِي ڏِنَمِ رَنگُ، ويچارَنِ وَڻَن کي.",Shah Bhitai
"نيڻَ نہ نِنڊُون ڪَنِ، ڀَڳو آرِسُ آکِيين،
اُجهامِيو ٻَرَنِ، توکي سارِيو سُپِرِين!",Shah Bhitai
"سَئِين نہ سيڻانِ، ناہِ اُبَتِي اُنِ سين،
وَنءُ سَهي ويڻانِ، تو نَہ سَرَندِي تَنِ ري.",Shah Bhitai
"گِوَلِي ۽ گُونِي، پِرِين پٽَائين گَجَ جِنءَ،
جي مُنَ مَجُونِي، سي ڪِنءَ وَڃنءِ وِسَرِي؟",Shah Bhitai
"اَندَرِ آندَرِيُون، جِنءَ سي وانجِهِيَ لَٺِ ۾،
مُون تَنَ تِتَرِيُون، تہ “ڪِنءَ مِلِبو سَڄَڻين؟”",Shah Bhitai
"جِنءَ سي کُوھِيَ نارَ، وَھَنِ وارِي گاڏُئان،
ھِيڙو پِرِيان ڌار، نِبيرِيانس نہَ نِبري.",Shah Bhitai
"اُترُ اوتُون ڏي، نَہ مُون سوڙِ نہ گَبَرو،
سِيَّ ساڙيندو سي، جَنِين نَڌَرَ نِجُهڙا.",Shah Bhitai
"اُتَرَ ڏِنِي اوتَ، نہ مُون سوڙِ، نہ گَبَرو،
چارَئِي چُنِيَ پوتَ، مُون ريڙِھيندي راتِ گَئِي.",Shah Bhitai
"نِهائِينَ کان نِيهُ، سِکُ،مُهِجا سُپِرِين!
سَڙي سارو ڏِيهُ، ٻَهَرِ ٻاڦ نہ نِڪِري.",Shah Bhitai
"نيڻ نِهائِين جان، سُتي لوڪَ ڍَڪِيان،
اُجهامِيو ٻَران،توکي سارِيو، سُپِرِين!",Shah Bhitai
"مُون سي ڏِٺا ماءِ! جَنين ڏِٺو پِرِيَ کي،
ڪَري نہَ سگهان ڪا، اُنِين سَندِي ڳالَڙي.",Shah Bhitai
"پارا پُڇِي آءُ، خَبَرَ کاھوڙِيَن جي،
تہَ ڏوٿِيَنِ ڏونگرانءُ،ڪَهِ پَرِ ڏورِيو ڏَٿَ کي.",Shah Bhitai
"ھُو ڏوِٿِي ھو ڏِيهَ ھُو ڏُونگرَ، ھُو لَڪِيُون،
ڪِهِ جِهِ لُڌا نِيهَ، ٻُئا لُوسَنِ لُڪَ ۾.",Shah Bhitai
"ڏيهَ ڏيهائِي ناہِ، جِتي پيرُ نَہ پَکِيان،
تِتي کاھوڙِيان، وَرَ ڏيئِي لُوسَنِ لُڪَ ۾.",Shah Bhitai
"ڪِي ڪو کاھوڙِي! ڇَپَرَ ۾ سَڏُ ٿِيو؟
اَڳي ٿٖي سُئِي، اُٺَنِ سَندِي ڳالَڙِي.",Shah Bhitai
"ڏُٿُ گهڻَائِي ڪَنِ، اِنَ اوراھين ڏيهَ جو،
سَندا کاھوڙِنِ، پَري سُڄَنِ پيچِرا.",Shah Bhitai
"جي ڪو ڏُٿُ ڪَري، تہ ڏُونگَرَ ڏورَڻُ ڏاکَڙو،
ڇَپَرَ ڪِينَ ڏِئٖي، سُو کِڙيُون سُتَن کي!",Shah Bhitai
"مُون کاھوڙِي لَکِيا، آيُنِ نہ آرامُ،
ڪِيائُون تَنُ تَمامُ،جہُ ڏوٿِي ڏُٿُ گَڏ ٿِئا.",Shah Bhitai
"ماءُ! کاھوڙِي ھَلِيا، دُکائي دُونّها،
ڇَپَرَ جا سُونها،ڏوٿِيَنِ ڏُٿُ چتيارِيو.",Shah Bhitai
"کَرۡڪَڻا لاھي، سُکُ نہ سُتا ڪَڏِھِين،
اوسيڙو آھي، کاھوڙِنِ کي پَنڌَ جو.",Shah Bhitai
"سُڪا سَنڊَ ڪَڇُن ۾، کُرڪَڻا پيرين،
ٽِمَندي نيڻين، آن ڪي کاھوڙِي گَڏِئا؟",Shah Bhitai
"سُڪا مُهَ سَندِنِ، کَرِڪَڻا پيرين،
وِھاڻِيَ ويرين، اُڻُ تُڻُ ھُيَنِ آڳَ جِي.",Shah Bhitai
"پيو جَن پَرو،گَنجي ڏُنگَرَ گامَ جو،
ڇَڏي کِيٽُ کَرو،لوچي لاھُوتِي ٿِئا.",Shah Bhitai
"پيئِي جَنِ پَرکَ،گَنجي ڏُنگَرَ گامَ جِي،
واري سَڀُ وَرَقَ،لوچي لاھوتِي ٿِئا.",Shah Bhitai
"پيئِي جَن پَڻِي، گَنجي ڏُنگَرَ گامَ جِي،
ڇَڏي نِنڊَ گهَڻِي، لوچي لاھُوتِي ٿِئا.",Shah Bhitai
"پيئِي جَنِين بُوءِ، گَنجي ڏُنگَرَ گامَ جِي،
ڏوري سا جُوءِ لوچي لاھوتِي ٿِئا.",Shah Bhitai
"پيئِي جَنِ پَروُڙ،گَنجي ڏُنگَرَ گامَ جي،
ڇَڏي سَڀِ ضَرُورَ، لوچي لاھُوتي ٿِئا.",Shah Bhitai
"جِنَين پيئِي باسَ،گَنجي ڏُنگَرَ گامَ جِي،
ڇَڏي سَڀِ لِباسَ،لوچي لاھُوتِي ٿِئا.",Shah Bhitai
"گَنجو ڏُنگَرُ گامُ،پيهِي جَنِ پَرُوڙِيو،
ڪَري تَنُ تَمامُ، لوچي لاھُوتِي ٿِئا.",Shah Bhitai
"جِتِ نہ پَکِيَ پيرُ، تِتِ ٽِمڪي،باھِڙي،
ٻِيو ٻارِيندو ڪيرُ، کاھوڙِڪِيَ کيرَ ري؟",Shah Bhitai
